date_time,day_of_week,time_of_day,region,channel,season,promo,reservation,party_size,price_level,seats_available,staffing_level,staffing_ratio,server_experience,kitchen_load,queue_length,order_complexity,ingredient_freshness,chef_experience,manager_on_duty,weather,cuisine,table_type,allergens_flag,customer_id,order_id,waiting_time,food_quality,service_quality,overall_satisfaction,wait_issue,low_food_quality,complaint,return_intent
12/1/2024 6:30,Fri,Dinner,Suburban,Takeaway,Low,0,0,2,29,56,8,1,3,84,14,4,45,3,A,Cold,Curry,Standard,0,542,100542,46,2,5,5,1,1,1,0
12/1/2024 7:00,Fri,Lunch,Urban,Dine-In,High,0,0,1,27,64,7,1,2,89,17,5,67,3,A,Hot,Sushi,Booth,0,543,100543,61,2,3,2,1,1,1,0
12/1/2024 7:30,Fri,Dinner,Urban,Delivery,Shoulder,1,0,2,28,70,4,1,4,96,7,4,55,5,B,Hot,Burgers,Booth,1,544,100544,48,2,4,6,1,1,1,0
12/1/2024 8:00,Fri,Dinner,Suburban,Dine-In,High,0,0,6,26,38,7,2,4,84,11,5,34,1,B,Cold,Pasta,Booth,0,545,100545,38,1,5,5,1,1,1,0
12/1/2024 8:30,Fri,Lunch,Urban,Dine-In,Shoulder,0,1,4,28,47,7,1,4,72,14,3,62,2,C,Cloudy,Burgers,Patio,0,546,100546,33,2,4,7,1,1,1,0
12/1/2024 9:00,Fri,Breakfast,Urban,Dine-In,Low,0,1,1,26,52,10,2,3,69,9,2,46,4,B,Cloudy,Curry,Patio,0,547,100547,21,2,4,8,0,1,1,0
12/1/2024 9:30,Fri,Dinner,Urban,Dine-In,High,0,0,1,28,57,5,1,4,83,10,5,48,4,A,Clear,BBQ,Booth,0,548,100548,45,2,3,3,1,1,1,0
12/1/2024 10:00,Fri,Afternoon,Tourist,Dine-In,High,0,1,3,23,60,10,2,1,71,3,3,62,4,B,Rain,Pizza,Booth,0,549,100549,12,3,4,9,0,0,0,1
12/1/2024 10:30,Fri,Dinner,Tourist,Dine-In,Low,0,1,3,26,57,7,1,4,100,17,3,55,3,D,Storm,Burgers,Booth,0,550,100550,44,2,4,4,1,1,1,0
12/1/2024 11:00,Fri,Afternoon,Urban,Dine-In,Low,0,0,3,24,57,7,1,4,71,12,2,76,5,C,Hot,Curry,Standard,1,551,100551,27,3,4,8,1,0,1,0
12/1/2024 11:30,Fri,Dinner,Urban,Takeaway,High,0,0,2,28,56,8,1,3,97,18,5,49,2,C,Hot,Sushi,Standard,0,552,100552,57,1,4,4,1,1,1,0
12/1/2024 12:00,Fri,Dinner,Suburban,Dine-In,Shoulder,0,0,2,26,49,7,1,2,85,18,4,69,4,A,Clear,Pizza,Standard,0,553,100553,52,2,3,5,1,1,1,0
12/1/2024 12:30,Fri,Dinner,Urban,Takeaway,Low,0,0,3,30,51,5,1,3,96,14,4,54,3,D,Hot,Burgers,Booth,0,554,100554,55,2,4,4,1,1,1,0
12/1/2024 13:00,Fri,Dinner,Urban,Dine-In,Shoulder,0,1,3,21,45,6,1,3,87,13,4,44,4,B,Rain,Pasta,Booth,0,555,100555,35,2,4,7,1,1,1,0
12/1/2024 13:30,Fri,Afternoon,Suburban,Dine-In,Low,0,0,1,26,71,8,1,0,70,11,2,71,5,C,Clear,Burgers,Booth,0,556,100556,40,3,4,7,1,0,1,0
12/1/2024 14:00,Fri,Breakfast,Urban,Dine-In,High,0,1,2,29,50,8,2,2,65,4,3,83,5,C,Rain,Pasta,Standard,0,557,100557,19,2,4,8,0,1,1,0
12/1/2024 14:30,Fri,Breakfast,Tourist,Dine-In,High,1,1,2,32,59,9,2,4,66,2,4,65,3,D,Clear,Pizza,Booth,0,558,100558,25,3,5,9,1,0,1,0
12/1/2024 15:00,Fri,Dinner,Suburban,Takeaway,High,0,0,3,28,64,8,1,2,84,14,3,45,3,C,Hot,Pizza,Booth,0,559,100559,51,2,4,4,1,1,1,0
12/1/2024 15:30,Fri,Dinner,Suburban,Dine-In,High,1,1,6,31,60,5,1,4,82,12,4,54,4,D,Clear,Sushi,High-Top,0,560,100560,40,2,4,5,1,1,1,0
12/1/2024 16:00,Fri,Dinner,Suburban,Dine-In,Shoulder,0,0,3,29,43,7,2,4,90,11,5,38,2,A,Cloudy,Pasta,Booth,0,561,100561,48,1,4,4,1,1,1,0
12/1/2024 16:30,Fri,Lunch,Suburban,Dine-In,High,1,1,2,32,44,6,1,3,90,16,4,63,6,C,Storm,Pasta,Standard,0,562,100562,45,2,4,5,1,1,1,0
12/1/2024 17:00,Fri,Breakfast,Urban,Dine-In,High,1,0,4,24,64,7,1,2,59,4,4,54,6,B,Hot,Pizza,Booth,0,563,100563,34,3,4,7,1,0,1,0
12/1/2024 17:30,Fri,Breakfast,Urban,Dine-In,Low,0,0,3,27,65,8,1,4,59,6,2,71,3,D,Cold,Curry,Patio,0,564,100564,24,3,4,9,0,0,0,1
12/1/2024 18:00,Fri,Lunch,Suburban,Takeaway,Shoulder,0,0,3,19,60,7,1,3,91,15,2,52,4,A,Storm,Pasta,Booth,0,565,100565,50,3,4,6,1,0,1,0
12/1/2024 18:30,Fri,Dinner,Urban,Dine-In,Shoulder,0,0,3,32,39,7,2,3,90,8,4,62,5,B,Hot,Pizza,High-Top,1,566,100566,40,3,5,8,1,0,1,0
12/1/2024 19:00,Fri,Lunch,Urban,Delivery,High,0,1,5,28,61,6,1,2,79,17,3,52,3,D,Storm,Pizza,Standard,0,567,100567,52,2,3,4,1,1,1,0
12/1/2024 19:30,Fri,Afternoon,Urban,Takeaway,High,0,0,1,22,53,7,1,2,34,12,4,70,4,B,Cloudy,Curry,Standard,0,568,100568,25,3,4,8,0,0,0,1
12/1/2024 20:00,Fri,Late Night,Urban,Dine-In,Shoulder,0,0,3,26,71,7,1,2,71,9,3,55,5,C,Storm,Pasta,Patio,0,569,100569,30,2,4,6,1,1,1,0
12/1/2024 20:30,Fri,Lunch,Urban,Dine-In,Shoulder,0,1,1,34,37,5,1,4,86,2,4,58,5,A,Clear,BBQ,High-Top,0,570,100570,40,2,4,6,1,1,1,0
12/1/2024 21:00,Fri,Afternoon,Suburban,Dine-In,High,0,0,3,21,51,7,1,4,61,6,3,58,3,D,Storm,Salads,High-Top,0,571,100571,32,2,4,6,1,1,1,0
12/1/2024 21:30,Fri,Dinner,Urban,Dine-In,High,0,0,1,24,64,5,1,4,92,7,4,61,3,D,Hot,Curry,Booth,0,572,100572,48,2,3,4,1,1,1,0
12/1/2024 22:00,Fri,Lunch,Suburban,Dine-In,High,0,1,2,21,64,8,1,3,89,17,3,54,3,A,Cold,BBQ,Booth,0,573,100573,54,2,4,4,1,1,1,0
12/1/2024 22:30,Fri,Dinner,Urban,Delivery,High,0,0,2,24,51,8,2,2,92,17,3,66,2,B,Cold,Burgers,Standard,0,574,100574,58,2,4,4,1,1,1,0
12/1/2024 23:00,Fri,Dinner,Suburban,Dine-In,High,0,1,4,24,47,9,2,3,97,14,4,52,2,A,Rain,BBQ,High-Top,0,575,100575,43,1,5,4,1,1,1,0
12/1/2024 23:30,Fri,Late Night,Urban,Dine-In,Shoulder,1,0,4,24,60,8,1,2,70,0,4,63,3,A,Storm,BBQ,Standard,0,576,100576,27,3,4,6,1,0,1,0
13/01/2024 0:00,Sat,Breakfast,Suburban,Dine-In,High,0,1,1,33,48,6,1,3,63,16,3,56,4,A,Cold,Pasta,Standard,0,577,100577,38,2,3,5,1,1,1,0
13/01/2024 0:30,Sat,Late Night,Suburban,Dine-In,High,0,0,3,27,49,6,1,2,98,13,3,78,5,A,Storm,Burgers,Booth,0,578,100578,53,4,4,7,1,0,1,0
13/01/2024 1:00,Sat,Afternoon,Tourist,Takeaway,High,0,0,2,34,43,6,1,4,100,16,4,66,1,C,Cold,Burgers,Standard,0,579,100579,49,2,4,5,1,1,1,0
13/01/2024 1:30,Sat,Lunch,Urban,Dine-In,Shoulder,0,0,1,34,30,6,2,4,91,16,3,47,4,D,Storm,Sushi,High-Top,1,580,100580,54,2,4,5,1,1,1,0
13/01/2024 2:00,Sat,Afternoon,Suburban,Dine-In,Shoulder,0,0,2,34,41,7,2,4,100,19,5,55,3,B,Hot,Pasta,Standard,0,581,100581,58,2,4,3,1,1,1,0
13/01/2024 2:30,Sat,Late Night,Suburban,Dine-In,Low,0,0,2,29,33,7,2,3,94,16,3,48,4,B,Storm,BBQ,High-Top,0,582,100582,49,2,5,7,1,1,1,0
13/01/2024 3:00,Sat,Afternoon,Tourist,Takeaway,High,0,0,6,41,51,6,1,3,91,21,4,46,5,A,Hot,Sushi,Booth,1,583,100583,46,2,3,4,1,1,1,0
13/01/2024 3:30,Sat,Lunch,Tourist,Dine-In,High,0,1,3,36,48,6,1,2,100,17,5,55,5,A,Hot,Sushi,High-Top,0,584,100584,58,2,4,5,1,1,1,0
13/01/2024 4:00,Sat,Dinner,Suburban,Delivery,Low,0,0,1,28,44,7,2,2,97,14,3,52,3,B,Rain,Curry,Standard,0,585,100585,57,2,4,4,1,1,1,0
13/01/2024 4:30,Sat,Lunch,Tourist,Dine-In,High,0,0,2,27,43,6,1,3,100,16,5,45,3,B,Cold,Pizza,Standard,0,586,100586,59,1,4,3,1,1,1,0
13/01/2024 5:00,Sat,Breakfast,Urban,Dine-In,High,0,0,4,30,61,6,1,4,76,20,4,48,5,C,Clear,Pizza,Standard,0,587,100587,56,3,3,4,1,0,1,0
13/01/2024 5:30,Sat,Breakfast,Urban,Dine-In,High,0,0,5,33,54,7,1,2,100,20,4,56,3,A,Hot,Pizza,Standard,0,588,100588,65,2,4,4,1,1,1,0
13/01/2024 6:00,Sat,Breakfast,Urban,Dine-In,High,0,0,1,39,47,8,2,3,75,8,3,49,3,B,Cold,BBQ,Booth,0,589,100589,39,2,5,5,1,1,1,0
13/01/2024 6:30,Sat,Lunch,Suburban,Dine-In,Shoulder,0,0,1,30,41,7,2,3,100,12,4,55,3,D,Cloudy,Pizza,Standard,0,590,100590,65,2,4,4,1,1,1,0
13/01/2024 7:00,Sat,Breakfast,Urban,Dine-In,High,0,0,5,27,55,6,1,1,100,14,4,48,4,C,Storm,Burgers,Standard,0,591,100591,54,2,2,2,1,1,1,0
13/01/2024 7:30,Sat,Dinner,Suburban,Dine-In,High,0,1,3,34,46,5,1,3,100,20,3,60,2,C,Cloudy,Pasta,Standard,0,592,100592,55,1,3,2,1,1,1,0
13/01/2024 8:00,Sat,Lunch,Urban,Dine-In,Shoulder,0,0,2,31,40,6,2,2,90,20,5,48,3,A,Storm,Pasta,High-Top,0,593,100593,46,2,3,4,1,1,1,0
13/01/2024 8:30,Sat,Lunch,Suburban,Dine-In,Shoulder,0,0,3,33,40,6,2,3,86,19,3,61,4,C,Rain,BBQ,Standard,0,594,100594,55,2,4,4,1,1,1,0
13/01/2024 9:00,Sat,Dinner,Suburban,Dine-In,High,0,0,1,32,50,5,1,3,99,19,2,52,5,C,Hot,Pizza,Booth,0,595,100595,58,2,3,4,1,1,1,0
13/01/2024 9:30,Sat,Afternoon,Suburban,Takeaway,High,0,0,3,32,53,6,1,3,100,21,4,34,4,D,Clear,Pasta,Standard,0,596,100596,62,2,3,3,1,1,1,0
13/01/2024 10:00,Sat,Dinner,Tourist,Dine-In,Shoulder,0,1,3,37,50,8,2,3,100,18,4,52,1,C,Hot,Salads,Standard,1,597,100597,55,2,4,3,1,1,1,0
13/01/2024 10:30,Sat,Lunch,Suburban,Dine-In,Shoulder,0,0,4,35,50,6,1,2,100,19,4,60,3,D,Storm,Pizza,Standard,0,598,100598,59,2,4,4,1,1,1,0
13/01/2024 11:00,Sat,Lunch,Urban,Dine-In,High,0,0,1,34,43,6,1,1,91,17,3,49,5,C,Clear,Sushi,Standard,0,599,100599,63,2,3,3,1,1,1,0
13/01/2024 11:30,Sat,Breakfast,Tourist,Takeaway,Low,1,1,3,24,41,6,1,4,93,19,3,58,4,C,Hot,Sushi,Standard,0,600,100600,48,3,4,6,1,0,1,0
13/01/2024 12:00,Sat,Lunch,Suburban,Takeaway,High,1,0,1,32,46,6,1,2,99,15,3,66,3,A,Clear,Salads,Standard,0,601,100601,60,2,4,4,1,1,1,0
13/01/2024 12:30,Sat,Lunch,Urban,Dine-In,Shoulder,0,1,3,36,44,6,1,2,82,13,4,70,2,A,Storm,Pasta,Booth,0,602,100602,44,2,3,4,1,1,1,0
13/01/2024 13:00,Sat,Lunch,Urban,Dine-In,Shoulder,0,1,2,29,37,7,2,3,100,14,4,67,4,A,Rain,Burgers,Standard,0,603,100603,54,2,4,5,1,1,1,0
13/01/2024 13:30,Sat,Breakfast,Suburban,Takeaway,High,0,1,2,32,45,4,1,2,100,15,4,56,3,A,Rain,Curry,Booth,0,604,100604,52,2,3,3,1,1,1,0
13/01/2024 14:00,Sat,Breakfast,Suburban,Delivery,Shoulder,0,0,1,33,51,7,1,2,89,18,4,61,4,B,Hot,Salads,Booth,0,605,100605,58,2,4,4,1,1,1,0
13/01/2024 14:30,Sat,Afternoon,Suburban,Dine-In,Shoulder,0,0,3,34,42,6,1,5,95,21,4,56,3,A,Cloudy,Salads,High-Top,0,606,100606,55,2,4,3,1,1,1,0
13/01/2024 15:00,Sat,Lunch,Urban,Delivery,Shoulder,1,0,4,31,58,8,1,3,77,14,4,45,2,A,Storm,Pizza,High-Top,0,607,100607,55,2,3,3,1,1,1,0
13/01/2024 15:30,Sat,Lunch,Tourist,Dine-In,Shoulder,0,0,2,35,35,5,1,2,100,24,4,68,3,A,Hot,Pizza,Booth,0,608,100608,58,2,3,4,1,1,1,0
13/01/2024 16:00,Sat,Afternoon,Urban,Takeaway,High,0,0,3,35,38,7,2,0,100,15,4,68,3,C,Hot,Sushi,Standard,1,609,100609,53,2,4,4,1,1,1,0
13/01/2024 16:30,Sat,Dinner,Urban,Dine-In,High,0,1,1,29,40,5,1,4,87,16,5,38,4,C,Rain,Burgers,Booth,0,610,100610,50,2,4,4,1,1,1,0
13/01/2024 17:00,Sat,Breakfast,Urban,Dine-In,High,1,1,2,30,52,7,1,2,86,17,4,56,3,C,Clear,Burgers,Standard,0,611,100611,49,2,3,4,1,1,1,0
13/01/2024 17:30,Sat,Dinner,Urban,Dine-In,Shoulder,0,0,3,34,47,6,1,2,93,14,4,70,4,A,Storm,Pasta,Standard,0,612,100612,57,2,3,2,1,1,1,0
13/01/2024 18:00,Sat,Dinner,Suburban,Takeaway,Shoulder,0,1,6,39,38,8,2,2,100,14,4,57,3,D,Clear,Burgers,Booth,0,613,100613,45,2,5,4,1,1,1,0
13/01/2024 18:30,Sat,Breakfast,Urban,Delivery,Low,0,0,1,37,30,6,2,2,99,15,3,45,5,B,Cold,Pasta,High-Top,0,614,100614,52,3,4,5,1,0,1,0
13/01/2024 19:00,Sat,Dinner,Urban,Dine-In,High,0,0,4,31,36,5,1,3,89,12,4,67,3,D,Cold,Pizza,Booth,0,615,100615,54,2,4,4,1,1,1,0
13/01/2024 19:30,Sat,Late Night,Urban,Dine-In,High,0,0,4,30,31,8,3,2,88,14,3,56,3,D,Storm,Pizza,Standard,0,616,100616,53,2,4,5,1,1,1,0
13/01/2024 20:00,Sat,Breakfast,Suburban,Dine-In,High,0,0,3,31,52,6,1,3,98,16,4,68,4,D,Cloudy,BBQ,Standard,0,617,100617,57,2,3,3,1,1,1,0
13/01/2024 20:30,Sat,Lunch,Tourist,Dine-In,High,1,1,5,39,37,7,2,3,89,15,4,61,4,D,Cold,Salads,Booth,0,618,100618,50,2,5,5,1,1,1,0
13/01/2024 21:00,Sat,Dinner,Urban,Dine-In,High,0,1,3,33,50,7,1,4,95,14,5,33,3,B,Rain,Curry,Standard,0,619,100619,53,2,4,4,1,1,1,0
13/01/2024 21:30,Sat,Dinner,Suburban,Dine-In,Shoulder,0,0,3,34,49,5,1,4,100,19,3,73,2,D,Cloudy,Curry,Booth,0,620,100620,56,2,3,4,1,1,1,0
13/01/2024 22:00,Sat,Lunch,Tourist,Delivery,High,0,0,3,30,55,7,1,2,76,11,1,44,5,A,Hot,Pizza,Standard,0,621,100621,54,2,4,4,1,1,1,0
13/01/2024 22:30,Sat,Lunch,Suburban,Dine-In,Low,0,0,4,33,39,7,2,2,96,18,4,51,5,D,Cold,Salads,Standard,0,622,100622,55,2,4,5,1,1,1,0
13/01/2024 23:00,Sat,Lunch,Urban,Dine-In,Low,0,1,4,27,48,4,1,5,92,16,3,67,4,B,Rain,Pasta,Standard,0,623,100623,57,3,3,6,1,0,1,0
13/01/2024 23:30,Sat,Afternoon,Urban,Dine-In,High,1,0,2,27,46,7,2,1,97,17,4,83,3,B,Hot,Pasta,Standard,0,624,100624,70,2,3,3,1,1,1,0
14/01/2024 0:00,Sun,Dinner,Suburban,Dine-In,Shoulder,1,0,1,33,46,6,1,4,97,12,3,59,3,D,Cloudy,Pasta,High-Top,0,625,100625,55,2,4,5,1,1,1,0
14/01/2024 0:30,Sun,Lunch,Suburban,Takeaway,High,0,0,2,34,45,8,2,3,100,14,5,59,2,A,Storm,Pizza,Standard,0,626,100626,61,1,5,5,1,1,1,0
14/01/2024 1:00,Sun,Afternoon,Suburban,Dine-In,High,0,1,2,31,52,7,1,2,100,17,3,43,5,D,Hot,Salads,High-Top,0,627,100627,58,2,3,2,1,1,1,0
14/01/2024 1:30,Sun,Dinner,Urban,Dine-In,High,1,0,3,34,51,7,1,2,91,14,3,57,4,C,Clear,Pasta,Booth,0,628,100628,53,2,3,5,1,1,1,0
14/01/2024 2:00,Sun,Breakfast,Urban,Dine-In,High,1,0,4,28,45,4,1,5,98,11,5,71,4,B,Storm,Salads,Booth,0,629,100629,56,2,4,4,1,1,1,0
14/01/2024 2:30,Sun,Lunch,Suburban,Dine-In,Shoulder,0,1,2,32,41,7,2,5,100,15,4,58,4,D,Storm,Curry,Booth,0,630,100630,44,2,5,6,1,1,1,0
14/01/2024 3:00,Sun,Dinner,Urban,Dine-In,High,0,0,3,30,40,5,1,3,100,15,5,72,4,C,Cloudy,Pizza,Standard,0,631,100631,64,3,4,3,1,0,1,0
14/01/2024 3:30,Sun,Dinner,Suburban,Dine-In,Low,0,0,3,33,45,7,2,1,100,18,4,41,4,A,Cloudy,Salads,Booth,0,632,100632,55,2,3,3,1,1,1,0
14/01/2024 4:00,Sun,Afternoon,Suburban,Dine-In,Low,0,0,4,32,47,6,1,4,100,19,4,41,3,C,Rain,Curry,Standard,0,633,100633,57,1,4,3,1,1,1,0
14/01/2024 4:30,Sun,Afternoon,Suburban,Dine-In,High,0,0,1,42,44,6,1,1,86,16,3,48,5,B,Rain,Pizza,Standard,0,634,100634,64,2,2,2,1,1,1,0
14/01/2024 5:00,Sun,Breakfast,Suburban,Dine-In,High,1,1,2,29,35,6,2,4,100,17,3,54,2,C,Clear,Sushi,Booth,0,635,100635,48,2,4,4,1,1,1,0
14/01/2024 5:30,Sun,Afternoon,Urban,Dine-In,High,0,0,3,33,43,6,1,1,97,19,4,65,3,C,Storm,Pizza,High-Top,0,636,100636,67,2,2,2,1,1,1,0
14/01/2024 6:00,Sun,Afternoon,Urban,Dine-In,Shoulder,0,0,4,44,41,5,1,3,100,15,4,51,3,C,Clear,Curry,Standard,1,637,100637,68,2,3,2,1,1,1,0
14/01/2024 6:30,Sun,Lunch,Urban,Dine-In,High,1,0,2,35,45,5,1,3,100,18,5,48,3,A,Clear,Sushi,Booth,0,638,100638,57,2,4,3,1,1,1,0
14/01/2024 7:00,Sun,Lunch,Tourist,Delivery,High,0,0,1,33,65,6,1,0,100,12,4,59,5,A,Cloudy,BBQ,Booth,0,639,100639,66,2,4,3,1,1,1,0
14/01/2024 7:30,Sun,Lunch,Suburban,Dine-In,Shoulder,0,0,3,36,48,8,2,2,100,14,5,47,2,A,Clear,Pizza,High-Top,0,640,100640,59,2,4,4,1,1,1,0
14/01/2024 8:00,Sun,Breakfast,Urban,Dine-In,Low,0,1,2,36,55,7,1,3,100,21,2,44,4,A,Clear,BBQ,Patio,0,641,100641,58,2,4,4,1,1,1,0
14/01/2024 8:30,Sun,Lunch,Urban,Dine-In,High,0,0,1,29,40,7,2,3,98,19,5,66,3,D,Hot,Pizza,High-Top,0,642,100642,63,2,4,4,1,1,1,0
14/01/2024 9:00,Sun,Lunch,Urban,Dine-In,Shoulder,0,0,2,27,45,8,2,2,99,19,2,68,5,C,Rain,Pizza,Standard,0,643,100643,48,2,4,5,1,1,1,0
14/01/2024 9:30,Sun,Lunch,Suburban,Dine-In,High,1,1,2,33,55,7,1,3,99,13,3,70,4,B,Rain,Pizza,Standard,0,644,100644,54,2,3,4,1,1,1,0
14/01/2024 10:00,Sun,Breakfast,Urban,Takeaway,Shoulder,0,0,2,31,32,6,2,4,100,11,2,47,3,C,Storm,Curry,High-Top,0,645,100645,54,2,5,6,1,1,1,0
14/01/2024 10:30,Sun,Dinner,Suburban,Dine-In,High,1,0,1,42,43,6,1,4,92,13,4,54,3,D,Rain,Burgers,High-Top,0,646,100646,52,2,4,6,1,1,1,0
14/01/2024 11:00,Sun,Dinner,Suburban,Dine-In,Low,0,0,4,37,50,5,1,4,98,16,4,60,4,C,Cold,Pasta,Patio,0,647,100647,64,2,4,2,1,1,1,0
14/01/2024 11:30,Sun,Dinner,Suburban,Dine-In,Low,0,1,4,37,44,7,2,5,88,18,4,62,3,C,Storm,Curry,Standard,0,648,100648,54,2,4,5,1,1,1,0
14/01/2024 12:00,Sun,Dinner,Suburban,Delivery,Shoulder,0,0,3,24,40,5,1,2,100,21,4,53,3,B,Hot,Curry,Standard,0,649,100649,61,1,3,1,1,1,1,0
14/01/2024 12:30,Sun,Afternoon,Urban,Dine-In,Low,0,1,1,31,41,9,2,3,93,12,5,67,5,B,Rain,Salads,High-Top,0,650,100650,40,2,5,7,1,1,1,0
14/01/2024 13:00,Sun,Breakfast,Suburban,Dine-In,High,1,0,2,33,48,5,1,1,97,14,3,40,5,B,Hot,Burgers,Booth,0,651,100651,67,2,3,3,1,1,1,0
14/01/2024 13:30,Sun,Afternoon,Urban,Delivery,Shoulder,0,0,3,30,32,8,2,6,95,21,5,49,2,C,Rain,Sushi,Standard,0,652,100652,50,2,5,6,1,1,1,0
14/01/2024 14:00,Sun,Dinner,Suburban,Takeaway,Shoulder,0,0,3,30,46,8,2,3,100,11,4,77,4,D,Rain,Salads,High-Top,1,653,100653,48,2,5,6,1,1,1,0
14/01/2024 14:30,Sun,Dinner,Urban,Takeaway,High,0,0,3,32,51,7,1,4,99,17,5,55,5,A,Hot,Curry,High-Top,0,654,100654,60,2,4,5,1,1,1,0
14/01/2024 15:00,Sun,Afternoon,Suburban,Dine-In,High,1,0,2,34,42,8,2,1,100,10,4,55,3,A,Clear,Pizza,Booth,0,655,100655,44,2,4,5,1,1,1,0
14/01/2024 15:30,Sun,Breakfast,Suburban,Dine-In,Shoulder,0,0,3,44,33,6,2,3,86,15,4,60,3,C,Clear,Burgers,Standard,0,656,100656,52,2,4,5,1,1,1,0
14/01/2024 16:00,Sun,Lunch,Urban,Dine-In,Shoulder,0,0,3,30,41,6,1,3,91,22,4,45,4,A,Clear,Curry,Standard,0,657,100657,62,2,4,3,1,1,1,0
14/01/2024 16:30,Sun,Lunch,Suburban,Dine-In,High,1,0,4,36,44,7,2,3,100,18,3,37,3,A,Cold,Sushi,Booth,0,658,100658,54,2,4,5,1,1,1,0
14/01/2024 17:00,Sun,Dinner,Suburban,Dine-In,Low,0,0,3,39,36,7,2,3,100,20,4,85,7,C,Clear,Pizza,Booth,0,659,100659,59,3,4,4,1,0,1,0
14/01/2024 17:30,Sun,Dinner,Urban,Takeaway,Low,0,0,4,29,45,4,1,2,100,18,4,46,4,C,Rain,Pizza,Booth,0,660,100660,64,2,2,2,1,1,1,0
14/01/2024 18:00,Sun,Lunch,Urban,Takeaway,High,1,0,3,41,46,6,1,2,100,18,4,62,3,D,Cloudy,BBQ,Booth,0,661,100661,62,2,4,3,1,1,1,0
14/01/2024 18:30,Sun,Late Night,Urban,Dine-In,High,0,0,4,34,55,7,1,3,100,11,3,57,2,A,Hot,Pasta,Standard,0,662,100662,54,3,4,5,1,0,1,0
14/01/2024 19:00,Sun,Dinner,Tourist,Dine-In,Shoulder,0,0,3,23,44,6,1,4,97,22,4,60,3,C,Cloudy,Pizza,Booth,0,663,100663,60,2,4,2,1,1,1,0
14/01/2024 19:30,Sun,Lunch,Urban,Dine-In,High,0,1,2,38,46,9,2,3,91,21,3,47,4,A,Cold,Pasta,Standard,0,664,100664,50,2,5,6,1,1,1,0
14/01/2024 20:00,Sun,Breakfast,Urban,Takeaway,Shoulder,0,1,4,27,41,6,1,5,100,14,3,30,2,B,Cloudy,Burgers,Booth,0,665,100665,50,1,4,4,1,1,1,0
14/01/2024 20:30,Sun,Lunch,Suburban,Dine-In,Shoulder,1,0,3,39,41,7,2,3,100,21,4,53,2,B,Storm,Sushi,Standard,0,666,100666,58,2,4,4,1,1,1,0
14/01/2024 21:00,Sun,Lunch,Urban,Takeaway,High,0,0,2,37,51,8,2,4,95,19,5,55,5,D,Clear,Burgers,Booth,0,667,100667,65,2,3,1,1,1,1,0
14/01/2024 21:30,Sun,Lunch,Urban,Dine-In,Low,0,0,2,29,43,6,1,4,84,18,2,56,3,C,Cold,Sushi,Booth,0,668,100668,54,3,4,5,1,0,1,0
14/01/2024 22:00,Sun,Lunch,Suburban,Dine-In,Shoulder,0,0,3,31,52,8,2,1,93,17,5,71,3,A,Rain,Sushi,Standard,0,669,100669,60,2,4,4,1,1,1,0
14/01/2024 22:30,Sun,Lunch,Tourist,Takeaway,Low,1,1,3,36,45,7,2,1,100,16,5,57,4,B,Clear,Pizza,Booth,0,670,100670,49,2,4,7,1,1,1,0
14/01/2024 23:00,Sun,Lunch,Suburban,Dine-In,Low,0,0,3,31,36,7,2,2,79,21,3,57,3,C,Clear,Pasta,Booth,0,671,100671,62,2,5,4,1,1,1,0
14/01/2024 23:30,Sun,Dinner,Suburban,Dine-In,High,0,0,3,40,39,5,1,1,92,16,4,47,2,B,Cloudy,BBQ,Standard,0,672,100672,62,1,4,1,1,1,1,0
15/01/2024 0:00,Mon,Breakfast,Urban,Takeaway,Shoulder,0,0,5,29,79,9,1,2,62,6,3,59,4,B,Storm,BBQ,Booth,0,673,100673,31,3,4,6,1,0,1,0
15/01/2024 0:30,Mon,Afternoon,Suburban,Dine-In,Shoulder,0,0,4,19,59,7,1,3,59,10,3,85,5,C,Clear,Salads,Standard,0,674,100674,38,3,4,6,1,0,1,0
15/01/2024 1:00,Mon,Afternoon,Urban,Dine-In,High,0,1,3,24,47,8,2,3,54,8,3,58,5,B,Hot,Pizza,Standard,0,675,100675,14,3,4,8,0,0,0,1
15/01/2024 1:30,Mon,Late Night,Suburban,Dine-In,High,0,1,4,27,51,10,2,3,66,1,3,61,6,C,Hot,Sushi,Booth,0,676,100676,13,4,5,10,0,0,0,1
15/01/2024 2:00,Mon,Breakfast,Suburban,Dine-In,Shoulder,0,0,1,22,54,8,1,3,66,3,3,76,4,D,Clear,Pasta,Standard,0,677,100677,32,3,5,9,1,0,1,0
15/01/2024 2:30,Mon,Lunch,Urban,Takeaway,Shoulder,0,0,3,32,43,7,2,4,82,11,3,74,3,C,Cloudy,Sushi,Booth,0,678,100678,49,2,4,4,1,1,1,0
15/01/2024 3:00,Mon,Late Night,Suburban,Takeaway,Low,0,0,5,27,51,8,2,4,54,6,3,73,6,B,Cloudy,Curry,High-Top,1,679,100679,16,3,4,9,0,0,0,1
15/01/2024 3:30,Mon,Dinner,Suburban,Takeaway,Shoulder,0,1,2,31,62,7,1,5,99,12,5,63,5,B,Rain,Pizza,Patio,0,680,100680,42,2,4,5,1,1,1,0
15/01/2024 4:00,Mon,Dinner,Tourist,Dine-In,Shoulder,0,1,2,27,55,7,1,3,79,12,2,42,3,A,Cold,Salads,Standard,0,681,100681,33,2,4,6,1,1,1,0
